,0
7575,Їден
7576,мати
7577,≥ван
7578,т€в
7579,чоло
7580,юра
7581,умиваючись
7582,кров
7583,встигти
7584,рубанути
7585,≥ван
7586,око
7587,об'юшити
7588,груди
7589,посл≥пли
7590,од
7591,хвил€
7592,гар€чий
7593,кров
7594,заливала
7595,око
7596,кресати
7597,бартка
7598,об
7599,бартка
7600,гатити
7601,одному
7602,груди
7603,танцювати
7604,смертельний
7605,танець
7606,отой
7607,червоний
7608,маска
7609,парувала
7610,гар€чий
7611,кров
7612,юра
7613,мати
7614,скал≥чений
7615,рука
7616,щасливий
7617,вдар
7618,зламати
7619,надвоЇ
7620,≥ван≥в
7621,бартка
7622,≥ван
7623,з≥гнутис€
7624,чекаючи
7625,смерть
7626,юра
7627,вгамував
7628,лють
7629,б≥гу
7630,гарний
7631,величний
7632,рух
7633,одкинути
7634,наб≥к
7635,св≥й
7636,топ≥рець
7637,безоружний
7638,бартков
7639,йти
7640,вз€тис€
7641,барк
7642,розборонити
7643,≥ван
7644,обмити
7645,рана
7646,закрасивши
7647,черемош
7648,кров
7649,п≥ти
7650,межи
7651,в≥вц€
7652,знайти
7653,св≥й
7654,спочинок
7655,розрада
7656,б≥йка
7657,помогти
7658,залишитис€
7659,палагна
7660,триматис€
7661,хата
7662,марн≥в
7663,≥ван
7664,шкура
7665,зчорн≥ти
7666,обл≥пити
7667,к≥сть
7668,око
7669,запались
7670,глибше
7671,жерти
7672,гар€чка
7673,роздратованн€
7674,неспок≥й
7675,втратити
7676,охота
7677,њжа
7678,≥накше
7679,мольфарова
7680,справа
7681,г≥рко
7682,думати
7683,≥ван
7684,наважитис€
7685,житт€
7686,хот≥ти
7687,св≥т
7688,м€
7689,звести
7690,сушити
7691,ходити
7692,ворожка
7693,одвертати
7694,помогти
7695,в≥дати
7696,мольфар
7697,сильн≥ший
7698,≥ван
7699,упевнивс€
7700,проход€чи
7701,€кось
7702,повз
7703,хата
7704,юра
7705,почути
7706,голос
7707,палагни
7708,невже
7709,сперти
7710,груди
7711,притиснувши
7712,серце
7713,рука
7714,≥ван
7715,прикласти
7716,вухо
7717,брама
7718,помилитис€
7719,палагна
7720,шукаючи
7721,шпара
7722,зазирнути
7723,дв≥р
7724,≥ван
7725,тихо
7726,посувавс€
7727,поп≥д
7728,баркан
7729,удатис€
7730,знайти
7731,€кийсь
7732,д≥рка
7733,баркан
7734,побачити
7735,палагна
7736,мольфар
7737,юра
7738,з≥гнувшись
7739,тримати
7740,палагна
7741,глин€ний
7742,л€лька
7743,тикати
7744,палець
7745,од
7746,нога
7747,голова
7748,б'ю
7749,к≥лок
7750,шептати
7751,злов≥сно
7752,сохнути
7753,рука
7754,нога
7755,жив≥т
7756,каратис€
7757,жив≥т
7758,годний
7759,њсти
7760,Їкби
7761,голова
7762,вбити
7763,питати
7764,ц≥каво
7765,палагна
7766,гинути
7767,мах
7768,се
7769,змовл€лись
7770,св≥дом≥сть
7771,туман
7772,шибнути
7773,голова
7774,≥ван
7775,от
7776,скочити
7777,баркан
7778,забити
7779,обоЇ
7780,м≥сце
7781,≥ван
7782,стиснути
7783,рука
7784,бартка
7785,зм≥р€ти
7786,око
7787,баркан
7788,з≥в'€ти
7789,знесилл€
7790,байдужн≥сть
7791,обн€ти
7792,т≥ло
7793,нащо
7794,певно
7795,судитис€
7796,змерзти
7797,одразу
7798,безсило
7799,опустити
7800,бартка
7801,посунувс€
7802,≥ти
7803,спуст≥лий
7804,чуючи
7805,земл€
7806,нога
7807,згубивши
7808,стежка
7809,червоний
7810,круг
7811,л≥тати
7812,око
7813,розпливались
7814,гора
7815,йти
7816,згадати
7817,блукати
7818,мета
7819,злазити
7820,гора
7821,спускавс€
7822,п≥д≥йматис€
7823,нога
7824,носити
7825,побачити
7826,сид≥ти
7827,р≥ка
7828,клекот≥ти
7829,шум≥ти
7830,нога
7831,сей
7832,кров
7833,зелений
7834,зелений
7835,гора
7836,вдивл€вс€
7837,т€ма
7838,бистрина
7839,стомлен≥м
7840,мозок
7841,засв≥титис€
7842,перший
7843,€сн≥ший
7844,думка
7845,м≥сце
7846,брела
7847,колись
7848,мар≥чка
7849,вз€ти
7850,вода
7851,згадка
7852,почати
7853,зринати
7854,одна
7855,наливати
7856,порожн≥й
7857,груди
7858,знов
7859,бачити
7860,мар≥чка
7861,милий
7862,обличч€
7863,простий
7864,щирий
7865,ласкав≥сть
7866,чути
7867,голос
7868,сп≥ванка
7869,≥згадай
7870,мн≥
7871,миленький
7872,раз
7873,днина
7874,≥згадаю
7875,година
7876,от
7877,нема
7878,нема
7879,вернутис€
7880,вернутись
7881,р≥ка
7882,п≥на
7883,спливти
7884,вода
7885, олись
7886,мар≥чка
7887,з≥рка
7888,триматис€
7889,небо
7890,готовий
7891,скотитись
7892,житт€
7893,блиск
7894,небо
7895,черешневий
7896,цв≥т
7897,нетривке
7898,дочасний
7899,сонце
7900,сховатис€
7901,гора
7902,тихий
7903,веч≥рн≥й
7904,т≥нь
7905,закурились
7906,гуцульський
7907,хата
7908,син≥й
7909,дим
7910,вивс€
7911,кр≥зь
7912,шпара
7913,дах≥вка
7914,густо
7915,окутувати
7916,хата
7917,розцв≥тались
7918,зелений
7919,гора
7920,великий
7921,блакитний
7922,кв≥тка
7923,тусок
7924,об≥ймав
7925,серце
7926,≥ван
7927,душа
7928,банувати
7929,щось
7930,кращий
7931,нев≥домий
7932,т€гтис€
7933,кращий
7934,св≥т
7935,спочити
7936,над≥йти
7937,н≥ч
7938,чорний
7939,гора
7940,блимнули
7941,св≥тло
7942,самотн≥й
7943,осел€
7944,потвора
7945,злий
7946,око
7947,≥ван
7948,почути
7949,сила
7950,ворожий
7951,сильн≥ший
7952,пол€гти
7953,боротьба
7954,≥ван
7955,прокинутис€
7956,вставати
7957,будити
7958,мар≥чка
7959,вставати
7960,ход≥м
7961,гл€нути
7962,ан≥трошки
7963,здивуватис€
7964,мар≥чка
7965,прийти
7966,п≥двестис€
7967,вийти
7968,мовчки
7969,зд≥йматис€
7970,н≥ч
7971,≥ван
7972,виразно
7973,бачити
7974,св≥тло
7975,з≥рка
7976,обличч€
7977,перел≥зти
7978,воринн€
7979,одд≥л€ло
7980,царинка
7981,од
7982,л≥с
7983,вступити
7984,густий
7985,заросль
7986,смер≥чка
7987,„огось
7988,змарн≥в
7989,ци
7990,недужий
7991,об≥звалась
7992,мар≥чка
7993,душко
7994,мар≥чко
7995,банувати
7996,питати
7997,йти
7998,пам'€тати
7999,серце
8000,≥ванку
8001,сходитис€
8002,сем
8003,л≥с
8004,йграв
8005,закладати
8006,рука
8007,ши€
8008,ц≥лувати
8009,кучерик
8010,любий
8011,ой
8012,пам'€тати
8013,мар≥чко
8014,пов≥ка
8015,забути
8016,бачити
8017,мар≥чка
8018,дивно
8019,разом
8020,знати
8021,мар≥чка
8022,н€вка
8023,йти
8024,бо€тис€
8025,пустити
8026,мар≥чка
8027,вперед
8028,побачити
8029,кривавий
8030,д≥рка
8031,ззаду
8032,видно
8033,серце
8034,утроба
8035,се
8036,н€вка
8037,вузький
8038,стежка
8039,тулитис€
8040,мар≥чка
8041,аби
8042,йти
8043,р€д
8044,аби
8045,лишитис€
8046,ззаду
8047,чути
8048,тепло
8049,т≥ло
8050,мати
8051,спитати
8052,вдарити
8053,лице
8054,пам'€тати
8055,битис€
8056,старин€
8057,тремт≥ти
8058,в≥з
8059,бачачи
8060,кров
8061,поб≥гти
8062,потому
8063,кинути
8064,упл≥тка
8065,вода
8066,дати
8067,цукерка
8068,покохати
8069,одразу
8070,заглубл€лис€
8071,л≥с
8072,чорний
8073,смерека
8074,добродушно
8075,прост€гати
8076,мохнат≥
8077,лаба
8078,наче
8079,благословл€ти
8080,панувати
8081,строга
8082,замкнутий
8083,тиша
8084,долина
8085,розбивалась
8086,шум
8087,п≥ниста
8088,свавол€
8089,пот≥к
8090,хот≥ти
8091,нал€кати
8092,сховалась
8093,запорпатис€
8094,мох
8095,заритис€
8096,папороть
8097,лежати
8098,тихенько
8099,кликати
8100,шукати
8101,плакати
8102,лежати
8103,дусила
8104,см≥х
8105,врешт≥
8106,знайти
8107,шо
8108,зробити
8109,зо
8110,ха
8111,ха
8112,≥г≥й
8113,безвстидник
8114,Їден
8115,ћило
8116,надути
8117,губа
8118,лукаво
8119,погл€дати
8120,ха
8121,ха
8122,см≥€тис€
8123,≥ван
8124,ха
8125,ха
8126,см≥€тис€
8127,притулившись
8128,нагадати
8129,њхн≥й
8130,дит€чий
8131,забава
8132,холодний
8133,куп≥ль
8134,пот≥к
8135,жарт
8136,сп≥ванка
8137,страх
8138,вт≥ха
8139,гар€чий
8140,об≥йми
8141,мука
8142,розлука
8143,милий
8144,др≥бничка
8145,гр≥ти
8146,серце
8147,вертав
8148,полонина
8149,≥ванку
8150,шо
8151,робити
8152,есь
8153,≥ван
8154,корт≥ти
8155,розказати
8156,кликати
8157,полонина
8158,л≥сний
8159,прибравши
8160,голос
8161,мар≥чка
8162,обминати
8163,тоту
8164,згадка
8165,св≥дом≥сть
8166,двоњлась
8167,чути
8168,коло
8169,мар≥чка
8170,знати
8171,мар≥чки
8172,нема
8173,св≥т
8174,се
8175,хтось
8176,вести
8177,безв≥сть
8178,недењ
8179,загубити
8180,йти
8181,см≥х
8182,щебетанн€
8183,д≥вочий
8184,бо€чись
8185,легкий
8186,щасливий
8187,€кий
8188,колись
8189,клоп≥т
8190,турбота
8191,страх
8192,смерть
8193,палагна
8194,ворожий
8195,мольфар
8196,кудись
8197,щезнути
8198,одлет≥ти
8199,наче
8200,такий
8201,безжурний
8202,молод≥сть
8203,рад≥сть
8204,водити
8205,безлюдний
8206,верх
8207,такий
8208,мертвий
8209,самотн≥й
8210,л≥совий
8211,шеп≥т
8212,вдержатись
8213,спливати
8214,долина
8215,шум
8216,пот≥к
8217,вигл€дати
8218,чекати
8219,полонина
8220,повернути
8221,њсти
8222,спати
8223,сп≥ванка
8224,розгубити
8225,св≥т
8226,мн≥
8227,з≥в'€в
8228,с€
8229,любити
8230,сухий
8231,дуб
8232,цв≥сти
8233,с€
8234,розлучити
8235,сиреньк≥
8236,пов'€ти
8237,казати
8238,мар≥чка
8239,казати
8240,любко
8241,разом
8242,дов≥ку
8243,укуп≥
8244,будем
8245,дов≥ку
8246,ха
8247,ха
8248,≥ван
8249,здригнутис€
8250,сухий
8251,злов≥сний
8252,см≥х
8253,р≥знути
8254,серц≥
8255,неймов≥рно
8256,озирнутис€
8257,см≥Їшс€
8258,мар≥чко
8259,шо
8260,≥ванку
8261,см≥€тис€
8262,вчутис€
8263,пристати
8264,трудно
8265,≥ти
8266,ход≥м
8267,трошки
8268,ход≥мо
8269,благати
8270,п≥ти
8271,м≥цно
8272,притиснувшись
8273,плечем
8274,плече
8275,один
8276,бажанн€
8277,йти
8278,лишитись
8279,позаду
8280,побачити
8281,мар≥чка
8282,зам≥сть
8283,одежа
8284,зам≥сть
8285,спина
8286,хот≥ти
8287,думати
8288,л≥с
8289,густ≥шати
8290,пр≥лий
8291,дух
8292,гнилий
8293,пень
8294,запах
8295,кладовище
8296,л≥сний
8297,йти
8298,пущ≥
8299,трухл≥ли
8300,мертвий
8301,смерека
8302,гн≥здитис€
8303,поганий
8304,гриб
8305,гад€р
8306,голуб≥нка
8307,великий
8308,кам≥нн€
8309,холод≥ти
8310,слизький
8311,мох
8312,голий
8313,корн≥
8314,смерека
8315,запл≥тати
8316,стежка
8317,вкритий
8318,верства
8319,сухий
8320,глиц€
8321,йти
8322,забирались
8323,холодний
8324,неприв≥тний
8325,глиб
8326,верховинний
8327,л≥с
8328,прийти
8329,пол€нка
8330,€сн≥ше
8331,смерека
8332,наче
8333,замкнути
8334,поза
8335,чорн≥сть
8336,глибокий
8337,н≥ч
8338,¬раз
8339,мар≥чка
8340,здригнутис€
8341,стати
8342,вит€гти
8343,ши€
8344,наслухати
8345,≥ван
8346,пом≥тити
8347,тривога
8348,слизнути
8349,обличч€
8350,звести
8351,брова
8352,статис€
8353,мар≥чка
8354,нетерпл€че
8355,спинити
8356,питанн€
8357,покласти
8358,палець
8359,губа
8360,знак
8361,мовчанн€
8362,зникнути
8363,сей
8364,статис€
8365,неспод≥вано
8366,чудно
8367,≥ван
8368,встигти
8369,спам'€татись
8370,нал€катис€
8371,втекти
8372,посто€ти
8373,м≥сце
8374,спод≥ваючись
8375,мар≥чка
8376,над≥йти
8377,стиха
8378,покликати
8379,мар≥чко
8380,м'€ке
8381,запинало
8382,смерековий
8383,г≥лл€
8384,ковтнути
8385,поклик
8386,знов
8387,тихо
8388,≥ван
8389,стривоживсь
8390,хот≥ти
8391,шукати
8392,мар≥чка
8393,знати
8394,б≥к
8395,≥ти
8396,пом≥тити
8397,зникнути
8398,готовий
8399,десь
8400,заблудитись
8401,л≥с
8402,з≥рватис€
8403,пр≥рва
8404,покласти
8405,ватра
8406,побачити
8407,вогонь
8408,знати
8409,вернутись
8410,≥ван
8411,накидати
8412,сухий
8413,галузок
8414,п≥дпалити
8415,вогонь
8416,потр≥щав
8417,п≥дсподом
8418,вигнати
8419,дим
8420,дим
8421,заметавсь
8422,вогонь
8423,заметалис€
8424,т≥нь
8425,кострубатий
8426,смерека
8427,залюднити
8428,пол€нка
8429,≥ван
8430,с≥сти
8431,пеньок
8432,обдивитис€
8433,пол€на
8434,закиданий
8435,трухл€вий
8436,пень
8437,колючий
8438,с≥тка
8439,гострий
8440,вершок
8441,€кий
8442,вилась
8443,дикий
8444,малина
8445,сп≥дн≥й
8446,галузка
8447,смерека
8448,тонкий
8449,посохл≥
8450,звисали
8451,додолу
8452,рудий
8453,борода
8454,сум
8455,обн€ти
8456,≥ван
8457,мар≥чка
8458,йти
8459,закурити
8460,люлька
8461,вдивл€вс€
8462,вогонь
8463,скоротити
8464,чеканн€
8465,мусити
8466,врешт≥
8467,прийти
8468,мар≥чка
8469,здаватис€
8470,чути
8471,х≥д
8472,тр≥ск
8473,нога
8474,г≥лл€чка
8475,врешт≥
8476,хот≥ти
8477,встати
8478,п≥ти
8479,назустр≥ч
8480,встигти
8481,сухий
8482,г≥лл€чка
8483,розсунулись
8484,тихо
8485,л≥с
8486,вийти
8487,€кийсь
8488,чолов≥к
8489,одежа
8490,м'€кий
8491,темний
8492,волосс€
8493,покривати
8494,т≥ло
8495,оточало
8496,круглий
8497,добрий
8498,око
8499,заклинилось
8500,бород≥
8501,звисало
8502,груди
8503,скласти
8504,великий
8505,жив≥т
8506,зарослий
8507,вовною
8508,рука
8509,п≥д≥йти
8510,≥ван
8511,≥ван
8512,зразу
8513,вп≥знати
8514,се
8515,веселий
8516,чугайстир
8517,добрий
8518,л≥совий
8519,дух
8520,боронити
8521,людина
8522,од
8523,н€вка
8524,смерть
8525,зловити
8526,роздерти
8527,чугайстир
8528,добродушно
8529,всм≥хнутис€
8530,кл≥пнути
8531,лукаво
8532,око
8533,поспитати
8534,≥ван
8535,поб≥гти
8536,н€вка
8537,—е
8538,мар≥чка
8539,л€к
8540,подумати
8541,≥ван
8542,серце
8543,закалатати
8544,груди
8545,зникнути
8546,знати
8547,вид
8548,байдужно
8549,об≥зватис€
8550,≥ван
8551,запросити
8552,чугайстер
8553,с≥дати
8554,чугайстир
8555,с≥сти
8556,пеньок
8557,обтруситис€
8558,сухий
8559,лист
8560,прост€г
8561,вогонь
8562,нога
8563,мовчати
8564,л≥совий
8565,чолов≥к
8566,гр≥всь
8567,коло
8568,ватра
8569,розтирав
8570,круглий
8571,жив≥т
8572,≥ван
8573,думати
8574,уперто
8575,€кий
8576,чин
8577,довше
8578,затримати
8579,чугайстер
8580,мар≥чка
8581,€кнайдал≥
8582,встигти
8583,втекти
8584,чугайстир
8585,допомогти
8586,п≥дморгнути
8587,≥ван
8588,лукавий
8589,око
8590,об≥зватис€
8591,трошки
8592,п≥ти
8593,зо
8594,танець
8595,радо
8596,п≥дн€тис€
8597,≥ван
8598,докинути
8599,ватра
8600,смер≥чч€
8601,погл€нути
8602,пост≥л
8603,обсмикнути
8604,сорочка
8605,танець
8606,чугайстир
8607,покласти
8608,волохатий
8609,рука
8610,б≥к
8611,хитатис€
8612,починати
8613,починати
8614,починати
8615,≥ван
8616,тупнути
8617,м≥сце
8618,виставити
8619,нога
8620,струснути
8621,т≥ло
8622,попливти
8623,легк≥м
8624,гуцульськ≥м
8625,танець
8626,см≥шно
8627,вихил€вс€
8628,чугайстир
8629,прижмурювати
8630,око
8631,поцмокував
8632,рот
8633,трусити
8634,жив≥т
8635,нога
8636,оброслий
8637,ведм≥дь
8638,незграбно
8639,тупц€ти
8640,одн≥м
8641,м≥сце
8642,згинались
8643,розгинались
8644,грубий
8645,об≥дд€
8646,танець
8647,вид≥ти
8648,загр≥вати
8649,п≥дскакував
8650,вище
8651,прис≥дати
8652,додавати
8653,дух
8654,веселий
8655,бурчанн€
8656,оддувавс€
8657,неначе
8658,ковальський
8659,м≥х
8660,п≥т
8661,крапл€
8662,виступати
8663,круг
8664,око
8665,ст≥кати
8666,струмочок
8667,од
8668,чоло
8669,рот
8670,пахва
8671,жив≥т
8672,блищати
8673,кон€ки
8674,чугайстир
8675,роз≥йтис€
8676,гайдук
8677,кричати
8678,≥ван
8679,бити
8680,п'€та
8681,земл€
8682,кривий
8683,сл≥пий
8684,п≥ддавав
8685,жара
8686,≥ван
8687,го
8688,го
8689,танцювати
8690,танцювати
8691,най
8692,плескав
8693,долон€
8694,чугайстир
8695,прис≥дати
8696,земл€
8697,крутитис€
8698,круг
8699,ха
8700,ха
8701,ха
8702,хльоскати
8703,стегно
8704,≥ван
8705,годний
8706,танцювати
8707,ватра
8708,розгор€лась
8709,веселий
8710,вогонь
8711,одд≥л€ти
8712,од
8713,танцюючий
8714,т≥нь
8715,корчитис€
8716,бились
8717,залитий
8718,св≥тло
8719,пол€нка
8720,чугайстир
8721,втомл€тис€
8722,щохвилини
8723,п≥дносити
8724,лоб
8725,рука
8726,брудний
8727,н≥готь
8728,обтираючи
8729,п≥т
8730,скакати
8731,др≥бно
8732,трусити
8733,волохатий
8734,т≥ло
8735,м≥сце
8736,сапати
8737,чугайстир
8738,трошки
8739,≥ван
8740,умл≥вати
8741,од
8742,утома
8743,загр≥вс€
8744,мокрий
8745,нога
8746,бол≥ти
8747,груди
8748,ловити
8749,в≥ддих
8750,загравати
8751,танець
8752,бадьорити
8753,чугайстра
8754,с€гнути
8755,фло€ру
8756,черес
8757,такий
8758,чути
8759,небоже
8760,заграти
8761,п≥сн€
8762,п≥дслухати
8763,щезник
8764,л≥с
8765,коза
8766,коза
8767,чугайстир
8768,оживлений
8769,згук
8770,п≥сн€
8771,знов
8772,вище
8773,п≥дкидати
8774,п'€ти
8775,заплющити
8776,од
8777,вдоволенн€
8778,око
8779,наче
8780,забути
8781,утому
8782,мар≥чка
8783,могти
8784,спок≥йний
8785,т≥кати
8786,мар≥чко
8787,бо€тис€
8788,душко
8789,ворог
8790,танцювати
8791,сп≥вати
8792,фло€ра
8793,шерсть
8794,прилипла
8795,т≥ло
8796,чугайста
8797,наче
8798,вил≥зти
8799,вода
8800,слина
8801,ст≥кати
8802,ц≥вка
8803,рот
8804,одкритий
8805,вт≥ха
8806,рух
8807,блищав
8808,вогонь
8809,≥ван
8810,п≥ддавав
8811,дух
8812,веселий
8813,гра
8814,наче
8815,нест€ма
8816,знемоз≥
8817,забутт€
8818,бити
8819,кам≥нь
8820,пол€на
8821,нога
8822,облет≥ти
8823,пост≥л
8824,чугайстир
8825,знемогтис€
8826,могти
8827,впасти
8828,трава
8829,важко
8830,сапати
8831,заплющивши
8832,око
8833,≥ван
8834,звалитис€
8835,земл€
8836,р€д
8837,чугайстер
8838,дихати
8839,разом
8840,врешт≥
8841,чугайстир
8842,стиха
8843,хихикнути
8844,вимахавсь
8845,нин≥
8846,файно
8847,пом'€в
8848,задоволити
8849,круглий
8850,жив≥т
8851,покректати
8852,розгладив
8853,груди
8854,волосс€
8855,почати
8856,прощатись
8857,д€кувати
8858,красно
8859,танець
8860,≥ти
8861,здоровий
8862,май
8863,с€
8864,гаразд
8865,розсунути
8866,сухий
8867,г≥лл€чка
8868,смерека
8869,вп≥рнути
8870,л≥с
8871,пол€нку
8872,знов
8873,обн€ли
8874,морок
8875,тиша
8876,дотл≥ваючий
8877,ватра
8878,кл≥пати
8879,п≥тьма
8880,одинокий
8881,червоний
8882,око
8883,мар≥чка
8884,≥ван
8885,мати
8886,розказати
8887,чути
8888,потреба
8889,опов≥сти
8890,ц≥лий
8891,житт€
8892,св≥й
8893,тусок
8894,безрад≥сний
8895,день
8896,самотн≥сть
8897,серед
8898,ворог
8899,нещасливий
8900,подружж€
8901,податис€
8902,нал≥во
8903,здатис€
8904,бачити
8905,востаннЇ
8906,л≥вий
8907,б≥к
8908,≥ван
8909,податис€
8910,нал≥во
8911,гущина
8912,смерека
8913,т≥сно
8914,збитис€
8915,купа
8916,трудно
8917,пролазить
8918,шершавий
8919,пень
8920,сухий
8921,нижн≥й
8922,г≥лл€чка
8923,колоти
8924,лице
8925,йти
8926,бр≥в
8927,густ≥й
8928,п≥тьма
8929,спотикатис€
8930,натикатис€
8931,безперестанку
8932,стовбур
8933,„асом
8934,здаватис€
8935,хтось
8936,кликати
8937,ставати
8938,затањвши
8939,груди
8940,в≥ддих
8941,прислухатис€
8942,л≥с
8943,наливала
8944,глибокий
8945,тиша
8946,шелест≥нн€
8947,сухий
8948,г≥лл€чка
8949,об
8950,тертис€
8951,плечем
8952,здаватис€
8953,голосний
8954,луск≥т
8955,пень
8956,валивс€
8957,ст€тий
8958,сокира
8959,л≥с
8960,≥ван
8961,йти
8962,прост€гнувши
8963,наперед
8964,рука
8965,неначе
8966,сл≥пець
8967,ловити
8968,рука
8969,пов≥тр€
8970,страх
8971,наткнутис€
8972,перешкода
8973,вухо
8974,долет≥ти
8975,тихенький
8976,вловиме
8977,диханн€
8978,≥ва
8979,голос
8980,≥ти
8981,ззаду
8982,десь
8983,глибина
8984,наче
8985,добувавс€
8986,кр≥зь
8987,море
8988,смерековий
8989,глиц€
8990,мар≥чка
8991,вертатись
8992,≥ван
8993,посп≥шавсь
8994,стукатис€
8995,кол≥ньми
8996,смерека
8997,одводив
8998,рука
8999,г≥лл€чка
9000,жмурив
9001,око
9002,наколотись
9003,хвою
9004,н≥ч
9005,наче
9006,ч≥пл€тис€
9007,нога
9008,пускала
9009,вол≥к
9010,розпихав
9011,груди
9012,блукати
9013,уж
9014,знаходити
9015,пол€нка
9016,земл€
9017,нога
9018,спускатись
9019,долина
9020,великий
9021,кам≥нн€
9022,перетинати
9023,дорога
9024,обходити
9025,сковзаючись
9026,слизьк≥м
9027,мху
9028,спотикаючись
9029,цупкий
9030,кор≥нн€
9031,тримаючись
9032,трава
9033,з≥рватис€
9034,провалл€
9035,нога
9036,д≥йти
9037,слабенький
9038,поклик
9039,заглушений
9040,л≥с
9041,≥ва
9042,хот≥ти
9043,одгукнутись
9044,голос
9045,мар≥чка
9046,см≥ти
9047,почути
9048,чугайстир
9049,знати
9050,шукати
9051,податись
9052,управо
9053,спуститис€
9054,≥ще
9055,крут≥ше
9056,здаватис€
9057,дивний
9058,могти
9059,зл≥зти
9060,мар≥чка
9061,др≥бний
9062,кам≥нн€
9063,сипались
9064,нога
9065,≥ван
9066,глухий
9067,гарчанн€
9068,спадаючи
9069,чорний
9070,глиб≥нь
9071,зручний
9072,звиклий
9073,гора
9074,ум
9075,спинитись
9076,край
9077,круча
9078,знов
9079,обережно
9080,шукати
9081,п≥дпора
9082,нога
9083,дедал
9084,ставати
9085,трудн≥ше
9086,спускатись
9087,впасти
9088,вхопитис€
9089,виступ
9090,скел€
9091,повиснути
9092,рука
9093,знати
9094,чути
9095,холод
9096,злов≥сний
9097,диханн€
9098,безодн€
9099,одкривала
9100,ненажерливий
9101,паща
9102,≥ва
9103,стогнати
9104,мар≥чка
9105,десь
9106,глибина
9107,голос
9108,поклик
9109,коханн€
9110,мука
9111,≥ду
9112,мар≥чко
9113,битис€
9114,≥ван≥в
9115,груди
9116,одпов≥дь
9117,л€каючись
9118,вилет≥ти
9119,зв≥дти
9120,забути
9121,обережн≥сть
9122,скакати
9123,кам≥нн€
9124,дикий
9125,баран
9126,ловл€чи
9127,в≥ддих
9128,одкритий
9129,рот
9130,кал≥чити
9131,рука
9132,нога
9133,припадати
9134,груди
9135,гострий
9136,скел€
9137,тратив
9138,час
9139,грунт
9140,нога
9141,кр≥зь
9142,гар€чий
9143,туман
9144,бажанн€
9145,€кий
9146,котивс€
9147,долина
9148,чути
9149,наглить
9150,дорогий
9151,голос
9152,≥ва
9153,крикнути
9154,≥ван
9155,почути
9156,т€гнути
9157,безодн≥й
9158,схопити
9159,ши€
9160,перегнути
9161,хапати
9162,рука
9163,пов≥тр€
9164,ловити
9165,нога
9166,кам≥нь
9167,од≥рваний
9168,чути
9169,лет≥ти
9170,сповнений
9171,холодок
9172,дивний
9173,пустка
9174,т≥ло
9175,чорний
9176,важкий
9177,гора
9178,розправити
9179,крило
9180,смерека
9181,вмить
9182,птах
9183,пурхнути
9184,небо
9185,гострий
9186,смертельний
9187,ц≥кав≥сть
9188,опекти
9189,мозок
9190,об
9191,стукнетьс€
9192,голова
9193,почути
9194,тр≥ск
9195,к≥сть
9196,гострий
9197,нестерпуч≥сть
9198,б≥ль
9199,скорчити
9200,т≥ло
9201,розплистис€
9202,червон≥м
9203,вогонь
9204,€кий
9205,згор≥ти
9206,житт€
9207,другий
9208,днина
9209,знайти
9210,пастух
9211,живий
9212,≥ван
9213,сумно
9214,пов≥стувати
9215,тремб≥та
9216,гора
9217,смерть
9218,смерть
9219,св≥й
9220,голос
9221,€кий
9222,промовл€ти
9223,самотн≥й
9224,кичер
9225,бити
9226,копито
9227,к≥нь
9228,каменистий
9229,плай
9230,пост≥л
9231,шуршали
9232,п≥тьма
9233,н≥ч
9234,леговище
9235,людський
9236,загублений
9237,гора
9238,посп≥шати
9239,сус≥д
9240,п≥зн≥й
9241,вогонь
9242,згинати
9243,т≥ло
9244,кол≥но
9245,складати
9246,груди
9247,мерцев≥
9248,грош≥
9249,перев≥з
9250,душа
9251,мовчки
9252,зас≥дати
9253,лава
9254,м≥шати
9255,сивий
9256,волосс€
9257,вогонь
9258,червоний
9259,хустка
9260,здоровий
9261,рум'€нець
9262,жовтий
9263,в≥ск
9264,зморщений
9265,лице
9266,смертельний
9267,св≥тло
9268,спл≥тало
9269,с≥тка
9270,однаковий
9271,т≥нь
9272,мертвий
9273,живий
9274,обличч€
9275,драгл≥ли
9276,вола
9277,багатий
9278,газдин€
9279,тихо
9280,с€ли
9281,старечий
9282,око
9283,повага
9284,смерть
9285,мудрий
9286,спок≥й
9287,Їднати
9288,житт€
9289,смерть
9290,грубий
9291,запрацьований
9292,рука
9293,важко
9294,лежати
9295,кол≥но
9296,палагна
9297,поправл€ти
9298,полотно
9299,мрець
9300,палець
9301,чути
9302,холод
9303,мертвий
9304,т≥ло
9305,теплий
9306,солодкавий
9307,дух
9308,в≥ск
9309,ст≥кати
9310,св≥чка
9311,п≥д≥ймати
9312,груди
9313,горло
9314,жал≥сть
9315,тремб≥та
9316,плакати
9317,в≥кно
9318,жовтий
9319,лице
9320,≥ван
9321,спок≥йно
9322,лежати
9323,полотно
9324,замкнувши
9325,в≥домий
9326,правий
9327,око
9328,лукаво
9329,дивилось
9330,п≥дн€тий
9331,пов≥ка
9332,купка
9333,м≥д€ний
9334,грош≥
9335,груди
9336,стулений
9337,рука
9338,гор≥ти
9339,св≥чка
9340,голова
9341,т≥ло
9342,невидимо
9343,спочивати
9344,душа
9345,см≥ла
9346,вилет≥ти
9347,хата
9348,палагна
9349,зверталась
9350,той
9351,самотн≥й
9352,душенька
9353,мужа
9354,сиротливо
9355,тулитис€
9356,нерухомий
